1,2,3,4,5,6,+
1,6,9,10,12,17,3
1,25,34,35,36,37,2
11,12,26,34,36,37,2
17,18,24,30,36,37,2
8,21,23,24,36,37,2
1,7,11,17,36,37,2
4,11,12,13,36,37,2
13,17,20,26,35,37,2
14,21,25,32,34,37,2
13,24,30,31,34,37,2
9,20,25,27,34,37,2
2,4,12,27,34,37,2
7,11,16,21,34,37,2
5,8,10,20,34,37,2
1,4,29,32,33,37,2
17,25,29,30,33,37,2
1,8,20,21,33,37,2
3,4,7,21,33,37,2
3,10,13,17,33,37,2
3,20,24,27,32,37,2
1,8,13,27,32,37,2
4,13,15,22,30,37,2
8,12,13,16,30,37,2
8,15,21,23,29,37,2
4,9,17,26,27,37,2
10,13,16,24,27,37,2
7,11,17,21,23,37,2
7,32,33,34,35,36,2
2,11,24,31,35,36,2
10,16,22,30,35,36,2
3,5,7,27,35,36,2
9,19,21,32,34,36,2
1,22,28,30,34,36,2
3,7,8,24,34,36,2
3,6,17,18,34,36,2
13,14,26,32,33,36,2
8,19,26,30,31,36,2
3,4,24,27,31,36,2
2,11,18,22,31,36,2
8,13,27,28,30,36,2
13,15,26,28,29,36,2
1,6,14,20,29,36,2
5,8,19,23,28,36,2
1,3,4,22,28,36,2
11,13,18,26,27,36,2
4,17,18,24,27,36,2
3,7,12,22,27,36,2
10,12,19,25,26,36,2
3,8,10,11,26,36,2
18,21,22,23,25,36,2
6,8,9,16,25,36,2
5,7,11,14,23,36,2
1,18,20,21,22,36,2
7,10,14,18,20,36,2
17,22,27,33,34,35,2
6,15,28,31,34,35,2
3,9,14,20,34,35,2
2,9,17,19,34,35,2
1,3,4,32,33,35,2
1,3,29,30,33,35,2
12,16,24,29,33,35,2
3,7,10,21,33,35,2
8,18,25,29,32,35,2
8,14,16,26,32,35,2
4,11,13,20,32,35,2
3,4,14,18,32,35,2
4,15,20,30,31,35,2
13,23,25,29,31,35,2
5,8,21,28,31,35,2
8,9,11,28,30,35,2
15,17,23,25,30,35,2
1,6,18,24,28,35,2
5,13,15,23,28,35,2
3,15,24,25,26,35,2
17,21,23,24,26,35,2
2,3,18,20,26,35,2
3,8,11,19,26,35,2
14,15,16,23,25,35,2
10,12,18,21,25,35,2
14,16,21,22,24,35,2
6,14,15,19,23,35,2
1,9,12,15,23,35,2
1,6,9,13,23,35,2
1,5,11,13,21,35,2
1,3,11,16,20,35,2
4,9,10,14,19,35,2
15,18,29,31,33,34,2
7,8,25,30,33,34,2
1,6,25,29,33,34,2
2,16,21,26,33,34,2
6,9,24,25,33,34,2
4,5,16,24,33,34,2
5,8,10,24,33,34,2
1,2,3,5,33,34,2
1,15,17,31,32,34,2
6,11,13,29,32,34,2
4,13,24,25,32,34,2
13,20,26,30,31,34,2
4,21,25,30,31,34,2
9,17,20,28,30,34,2
5,11,15,28,30,34,2
7,8,20,26,30,34,2
7,11,18,26,30,34,2
7,8,13,23,30,34,2
9,17,21,26,29,34,2
6,10,20,22,29,34,2
8,14,19,27,28,34,2
5,16,19,25,28,34,2
4,6,20,23,28,34,2
2,10,14,17,28,34,2
3,12,15,16,27,34,2
2,4,16,18,26,34,2
1,7,11,22,24,34,2
5,12,17,19,24,34,2
5,6,11,13,24,34,2
1,4,6,18,23,34,2
5,9,19,21,22,34,2
2,15,17,18,20,34,2
1,9,15,16,19,34,2
3,7,8,13,16,34,2
2,4,8,11,16,34,2
10,13,19,31,32,33,2
3,6,16,28,32,33,2
2,8,11,21,32,33,2
1,13,20,25,31,33,2
11,13,15,19,31,33,2
3,9,14,21,30,33,2
8,9,19,27,28,33,2
1,9,17,25,28,33,2
6,13,21,22,28,33,2
5,13,19,22,28,33,2
3,4,13,26,27,33,2
5,10,14,25,27,33,2
6,10,15,20,27,33,2
6,9,18,23,26,33,2
3,14,18,22,25,33,2
3,10,18,20,24,33,2
2,3,12,17,24,33,2
2,9,20,22,23,33,2
9,11,14,19,23,33,2
3,13,18,20,21,33,2
2,7,8,14,21,33,2
1,13,15,30,31,32,2
2,17,18,29,31,32,2
8,9,21,28,30,32,2
5,6,26,27,30,32,2
14,15,21,27,30,32,2
1,2,13,24,30,32,2
4,17,23,27,28,32,2
13,15,19,22,28,32,2
9,11,15,22,28,32,2
1,19,22,25,27,32,2
1,10,14,17,27,32,2
7,10,14,18,22,32,2
12,13,16,20,21,32,2
3,18,23,28,29,31,2
12,21,25,27,29,31,2
9,20,22,23,29,31,2
16,19,20,22,28,31,2
1,2,14,15,28,31,2
8,12,21,25,27,31,2
15,17,23,24,27,31,2
5,9,13,24,27,31,2
1,9,15,18,27,31,2
4,10,11,18,27,31,2
8,17,18,24,26,31,2
1,4,18,20,26,31,2
13,16,19,22,25,31,2
8,11,17,21,25,31,2
12,13,15,17,25,31,2
1,8,14,21,23,31,2
3,4,12,14,20,31,2
11,12,15,17,19,31,2
3,8,10,11,19,31,2
1,5,8,15,17,31,2
12,13,26,28,29,30,2
6,16,19,25,29,30,2
3,10,18,27,28,30,2
4,16,21,26,28,30,2
3,13,14,18,28,30,2
2,6,14,26,27,30,2
5,15,17,23,27,30,2
4,12,14,21,24,30,2
3,10,11,20,24,30,2
3,9,12,17,24,30,2
3,6,12,15,22,30,2
5,6,7,15,22,30,2
2,3,6,20,21,30,2
6,14,16,19,21,30,2
3,4,13,17,21,30,2
8,16,23,26,28,29,2
1,5,19,25,28,29,2
6,8,9,17,27,29,2
1,10,12,14,27,29,2
3,4,7,14,27,29,2
2,5,9,13,26,29,2
1,2,9,12,26,29,2
7,12,17,21,25,29,2
3,10,16,20,24,29,2
1,6,9,10,23,29,2
1,12,14,20,21,29,2
2,10,14,15,21,29,2
10,11,14,19,20,29,2
3,5,8,18,19,29,2
4,9,12,14,17,29,2
11,17,19,25,27,28,2
3,7,14,24,27,28,2
16,19,22,24,26,28,2
4,17,18,23,25,28,2
2,7,19,21,24,28,2
5,6,9,21,24,28,2
5,6,11,21,22,28,2
4,11,18,19,22,28,2
1,3,6,18,22,28,2
2,8,10,18,21,28,2
2,3,5,10,26,27,2
3,10,18,21,25,27,2
11,15,16,20,22,27,2
1,5,11,12,22,27,2
4,11,13,20,21,27,2
5,10,16,19,21,27,2
4,11,12,13,20,27,2
3,4,5,12,19,27,2
3,9,23,24,25,26,2
3,16,19,22,25,26,2
1,12,17,21,25,26,2
2,4,9,10,24,26,2
11,14,19,20,21,26,2
3,5,16,18,21,26,2
2,3,13,14,20,26,2
2,3,5,11,19,26,2
3,5,9,16,18,26,2
5,6,10,12,18,26,2
3,9,10,15,17,26,2
1,2,7,8,9,26,2
3,6,7,18,24,25,2
1,2,3,4,7,25,2
2,3,5,11,13,24,2
3,4,7,18,22,23,2
9,10,12,16,20,23,2
5,7,13,15,18,23,2
5,6,9,11,15,23,2
1,4,11,14,17,22,2
1,3,7,9,15,22,2
1,11,13,15,20,21,2
5,13,14,16,18,21,2
1,2,9,11,15,21,2
3,5,8,16,17,20,2
1,4,8,14,16,20,2
4,7,13,14,15,20,2
2,9,13,15,16,18,2
2,6,9,12,16,18,2
4,6,7,10,11,18,2
2,7,8,9,10,15,2
10,13,20,35,36,37,1
11,17,19,31,36,37,1
7,9,28,29,36,37,1
6,9,26,29,36,37,1
3,21,25,26,36,37,1
12,15,18,33,35,37,1
4,6,8,32,35,37,1
8,21,23,26,35,37,1
4,20,21,26,35,37,1
10,13,22,24,35,37,1
8,10,17,18,35,37,1
6,18,26,31,34,37,1
3,5,20,27,33,37,1
10,18,27,30,32,37,1
13,14,21,30,32,37,1
4,5,11,27,32,37,1
6,10,22,25,30,37,1
6,24,25,27,29,37,1
3,9,21,26,29,37,1
6,8,18,22,29,37,1
9,16,22,26,28,37,1
9,11,14,16,27,37,1
2,7,18,22,26,37,1
3,10,11,13,26,37,1
4,13,17,19,25,37,1
3,9,13,17,25,37,1
3,15,17,20,21,37,1
1,10,12,13,15,37,1
18,19,29,34,35,36,1
5,22,25,33,35,36,1
5,12,13,33,35,36,1
3,9,26,32,34,36,1
10,15,19,25,34,36,1
11,13,17,24,34,36,1
8,13,17,18,34,36,1
13,14,26,32,33,36,1
2,16,20,27,33,36,1
2,9,27,29,32,36,1
1,12,13,29,32,36,1
18,20,25,27,32,36,1
14,15,16,24,32,36,1
2,4,7,24,32,36,1
4,6,9,12,32,36,1
7,9,25,30,31,36,1
7,11,15,25,30,36,1
3,5,18,23,30,36,1
6,12,24,25,28,36,1
8,13,17,24,26,36,1
3,12,16,21,26,36,1
1,6,7,16,26,36,1
1,5,7,18,25,36,1
5,6,7,16,23,36,1
7,16,17,18,20,36,1
4,7,12,18,20,36,1
3,7,11,16,17,36,1
5,9,10,12,34,35,1
2,9,16,32,33,35,1
6,20,25,30,33,35,1
13,24,27,28,32,35,1
13,14,26,29,31,35,1
10,18,22,27,31,35,1
2,13,14,19,31,35,1
5,20,21,26,30,35,1
3,13,20,26,29,35,1
3,11,13,25,28,35,1
1,7,10,24,28,35,1
8,14,20,21,28,35,1
1,4,6,9,25,35,1
2,9,11,16,23,35,1
2,5,6,9,17,35,1
3,4,6,8,14,35,1
16,22,26,31,33,34,1
8,12,21,31,33,34,1
2,12,18,28,33,34,1
1,11,17,21,33,34,1
13,23,29,31,32,34,1
7,11,23,30,32,34,1
2,4,24,25,32,34,1
1,9,23,25,32,34,1
7,26,28,30,31,34,1
9,20,27,28,30,34,1
5,7,8,14,30,34,1
4,5,11,28,29,34,1
4,6,18,26,29,34,1
7,13,16,17,29,34,1
2,4,13,16,29,34,1
1,8,10,12,29,34,1
1,3,9,20,28,34,1
7,9,15,16,28,34,1
8,10,15,23,26,34,1
1,9,10,17,26,34,1
5,14,15,23,25,34,1
9,12,14,15,23,34,1
1,10,15,18,22,34,1
2,4,17,18,21,34,1
9,13,14,17,20,34,1
8,10,14,17,20,34,1
1,4,6,17,20,34,1
1,9,10,12,19,34,1
4,16,20,31,32,33,1
12,19,21,26,32,33,1
5,10,12,22,32,33,1
11,13,22,29,31,33,1
12,15,24,26,31,33,1
6,16,23,24,30,33,1
4,11,12,15,30,33,1
7,9,13,14,30,33,1
17,19,20,27,29,33,1
5,7,21,22,28,33,1
6,10,12,15,27,33,1
8,18,21,22,26,33,1
5,10,15,22,25,33,1
5,16,22,23,24,33,1
7,13,16,19,24,33,1
2,4,5,7,24,33,1
5,8,9,21,23,33,1
2,4,14,19,20,33,1
7,8,9,13,20,33,1
3,8,10,16,19,33,1
13,18,25,26,31,32,1
8,11,22,29,30,32,1
1,8,10,28,30,32,1
3,5,10,17,30,32,1
9,17,27,28,29,32,1
1,11,13,27,29,32,1
3,10,16,25,29,32,1
12,19,23,25,28,32,1
16,18,20,21,28,32,1
3,22,23,25,27,32,1
6,8,11,23,25,32,1
5,17,19,22,25,32,1
5,11,12,15,25,32,1
1,9,10,21,24,32,1
4,8,17,18,22,32,1
12,13,15,20,21,32,1
3,8,11,19,21,32,1
1,3,13,17,21,32,1
1,2,14,15,18,32,1
12,21,23,24,30,31,1
11,12,23,25,28,31,1
12,13,20,24,28,31,1
6,11,14,16,28,31,1
3,6,13,15,28,31,1
4,8,14,24,27,31,1
4,12,19,23,27,31,1
2,9,17,23,27,31,1
4,8,11,16,27,31,1
2,6,9,16,27,31,1
6,8,14,25,26,31,1
8,10,17,22,26,31,1
8,14,18,22,25,31,1
1,8,14,21,25,31,1
3,14,16,23,24,31,1
9,13,21,22,24,31,1
4,11,19,21,24,31,1
7,8,17,21,24,31,1
5,10,12,20,22,31,1
2,5,18,19,20,31,1
6,8,9,11,17,31,1
4,7,8,9,16,31,1
2,5,6,7,14,31,1
13,20,25,28,29,30,1
17,21,24,26,29,30,1
2,20,26,27,28,30,1
2,11,14,24,28,30,1
1,7,10,21,28,30,1
6,10,16,24,27,30,1
8,12,17,21,27,30,1
5,7,11,24,26,30,1
2,5,16,22,26,30,1
1,10,12,17,26,30,1
4,8,17,20,25,30,1
8,14,16,20,24,30,1
6,10,16,20,23,30,1
2,13,14,19,21,30,1
1,3,8,12,19,30,1
1,3,11,16,18,30,1
5,13,14,15,18,30,1
6,8,11,12,16,30,1
6,16,21,27,28,29,1
8,11,14,26,28,29,1
2,9,13,16,28,29,1
3,18,21,24,27,29,1
3,5,6,13,26,29,1
4,11,12,14,25,29,1
6,13,21,23,24,29,1
4,8,21,22,24,29,1
10,17,18,22,24,29,1
5,7,9,11,24,29,1
14,15,18,22,23,29,1
11,12,16,22,23,29,1
2,11,16,18,22,29,1
1,4,5,16,21,29,1
6,7,8,17,18,29,1
3,7,9,15,18,29,1
4,13,19,23,27,28,1
2,6,12,18,26,28,1
5,13,21,22,25,28,1
1,2,20,21,25,28,1
2,9,19,21,24,28,1
5,14,20,21,23,28,1
9,12,18,21,23,28,1
7,12,15,18,23,28,1
6,7,14,19,20,28,1
4,6,7,10,20,28,1
7,8,11,13,15,28,1
1,3,6,9,14,28,1
8,12,21,24,25,27,1
3,8,16,19,25,27,1
3,7,14,20,23,27,1
4,6,17,18,20,27,1
6,7,12,18,25,26,1
3,4,22,23,24,26,1
1,2,13,15,24,26,1
5,13,16,18,23,26,1
5,11,16,18,23,26,1
12,15,17,18,22,26,1
5,9,12,16,20,26,1
3,10,11,23,24,25,1
6,9,12,18,23,25,1
2,12,13,16,23,25,1
6,8,17,20,22,25,1
5,8,12,16,21,25,1
8,16,17,22,23,24,1
2,10,15,17,18,24,1
3,11,15,17,22,23,1
9,11,12,17,19,23,1
1,4,5,7,18,23,1
7,11,18,20,21,22,1
10,11,12,14,18,21,1
1,2,10,14,17,21,1
1,9,10,11,15,21,1
3,7,14,17,18,20,1
4,5,10,17,18,20,1
3,6,10,15,17,20,1
1,3,4,10,16,17,1
1,4,7,8,12,16,1
